filename,filepath,label
2015.jeptalnrecital-long.2.pdf-Figure4.png,../../../data/SciFig-pilot/bar charts/2015.jeptalnrecital-long.2.pdf-Figure4.png,bar charts
2007.sigdial-1.23.pdf-Figure4.png,../../../data/SciFig-pilot/bar charts/2007.sigdial-1.23.pdf-Figure4.png,bar charts
2020.acl-main.217.pdf-Figure2.png,../../../data/SciFig-pilot/bar charts/2020.acl-main.217.pdf-Figure2.png,bar charts
2020.acl-main.263.pdf-Figure5.png,../../../data/SciFig-pilot/bar charts/2020.acl-main.263.pdf-Figure5.png,bar charts
2007.sigdial-1.27.pdf-Figure2.png,../../../data/SciFig-pilot/bar charts/2007.sigdial-1.27.pdf-Figure2.png,bar charts
2019.ccnlg-1.1.pdf-Figure8.png,../../../data/SciFig-pilot/bar charts/2019.ccnlg-1.1.pdf-Figure8.png,bar charts
2020.acl-main.245.pdf-Figure4.png,../../../data/SciFig-pilot/bar charts/2020.acl-main.245.pdf-Figure4.png,bar charts
2007.sigdial-1.27.pdf-Figure1.png,../../../data/SciFig-pilot/bar charts/2007.sigdial-1.27.pdf-Figure1.png,bar charts
2007.sigdial-1.23.pdf-Figure7.png,../../../data/SciFig-pilot/bar charts/2007.sigdial-1.23.pdf-Figure7.png,bar charts
2016.jeptalnrecital-jep.1.pdf-Figure7.png,../../../data/SciFig-pilot/bar charts/2016.jeptalnrecital-jep.1.pdf-Figure7.png,bar charts
2020.acl-main.345.pdf-Figure3.png,../../../data/SciFig-pilot/bar charts/2020.acl-main.345.pdf-Figure3.png,bar charts
2015.jeptalnrecital-demonstration.6.pdf-Figure2.png,../../../data/SciFig-pilot/bar charts/2015.jeptalnrecital-demonstration.6.pdf-Figure2.png,bar charts
2020.acl-main.372.pdf-Figure4.png,../../../data/SciFig-pilot/bar charts/2020.acl-main.372.pdf-Figure4.png,bar charts
2014.lilt-11.3.pdf-Figure2.png,../../../data/SciFig-pilot/bar charts/2014.lilt-11.3.pdf-Figure2.png,bar charts
2020.acl-main.84.pdf-Figure3.png,../../../data/SciFig-pilot/bar charts/2020.acl-main.84.pdf-Figure3.png,bar charts
2020.acl-main.39.pdf-Figure8.png,../../../data/SciFig-pilot/bar charts/2020.acl-main.39.pdf-Figure8.png,bar charts
2019.ccnlg-1.1.pdf-Figure10.png,../../../data/SciFig-pilot/bar charts/2019.ccnlg-1.1.pdf-Figure10.png,bar charts
2020.acl-main.371.pdf-Figure1.png,../../../data/SciFig-pilot/bar charts/2020.acl-main.371.pdf-Figure1.png,bar charts
2020.acl-main.123.pdf-Figure3.png,../../../data/SciFig-pilot/bar charts/2020.acl-main.123.pdf-Figure3.png,bar charts
2018.jeptalnrecital-court.41.pdf-Figure2.png,../../../data/SciFig-pilot/bar charts/2018.jeptalnrecital-court.41.pdf-Figure2.png,bar charts
2016.lilt-13.2.pdf-Figure2.png,../../../data/SciFig-pilot/bar charts/2016.lilt-13.2.pdf-Figure2.png,bar charts
2007.sigdial-1.18.pdf-Figure4.png,../../../data/SciFig-pilot/bar charts/2007.sigdial-1.18.pdf-Figure4.png,bar charts
2020.acl-main.201.pdf-Figure3.png,../../../data/SciFig-pilot/bar charts/2020.acl-main.201.pdf-Figure3.png,bar charts
2020.acl-main.164.pdf-Figure4.png,../../../data/SciFig-pilot/bar charts/2020.acl-main.164.pdf-Figure4.png,bar charts
2016.jeptalnrecital-recital.6.pdf-Figure7.png,../../../data/SciFig-pilot/bar charts/2016.jeptalnrecital-recital.6.pdf-Figure7.png,bar charts
2020.acl-main.158.pdf-Figure6.png,../../../data/SciFig-pilot/bar charts/2020.acl-main.158.pdf-Figure6.png,bar charts
2020.acl-main.117.pdf-Figure2.png,../../../data/SciFig-pilot/bar charts/2020.acl-main.117.pdf-Figure2.png,bar charts
2020.acl-main.193.pdf-Figure4.png,../../../data/SciFig-pilot/bar charts/2020.acl-main.193.pdf-Figure4.png,bar charts
2016.jeptalnrecital-long.22.pdf-Figure2.png,../../../data/SciFig-pilot/bar charts/2016.jeptalnrecital-long.22.pdf-Figure2.png,bar charts
2020.acl-demos.20.pdf-Figure2.png,../../../data/SciFig-pilot/bar charts/2020.acl-demos.20.pdf-Figure2.png,bar charts
2020.acl-main.217.pdf-Figure3.png,../../../data/SciFig-pilot/bar charts/2020.acl-main.217.pdf-Figure3.png,bar charts
2020.acl-main.370.pdf-Figure2.png,../../../data/SciFig-pilot/bar charts/2020.acl-main.370.pdf-Figure2.png,bar charts
2020.acl-main.151.pdf-Figure1.png,../../../data/SciFig-pilot/bar charts/2020.acl-main.151.pdf-Figure1.png,bar charts
2016.jeptalnrecital-jep.20.pdf-Figure4.png,../../../data/SciFig-pilot/bar charts/2016.jeptalnrecital-jep.20.pdf-Figure4.png,bar charts
2020.acl-main.591.pdf-Figure4.png,../../../data/SciFig-pilot/bar charts/2020.acl-main.591.pdf-Figure4.png,bar charts
2020.acl-main.487.pdf-Figure2.png,../../../data/SciFig-pilot/bar charts/2020.acl-main.487.pdf-Figure2.png,bar charts
2020.acl-main.309.pdf-Figure3.png,../../../data/SciFig-pilot/bar charts/2020.acl-main.309.pdf-Figure3.png,bar charts
2020.acl-demos.32.pdf-Figure3.png,../../../data/SciFig-pilot/bar charts/2020.acl-demos.32.pdf-Figure3.png,bar charts
2007.sigdial-1.32.pdf-Figure3.png,../../../data/SciFig-pilot/bar charts/2007.sigdial-1.32.pdf-Figure3.png,bar charts
2007.sigdial-1.23.pdf-Figure6.png,../../../data/SciFig-pilot/bar charts/2007.sigdial-1.23.pdf-Figure6.png,bar charts
2020.acl-main.217.pdf-Figure4.png,../../../data/SciFig-pilot/bar charts/2020.acl-main.217.pdf-Figure4.png,bar charts
2020.acl-main.283.pdf-Figure4.png,../../../data/SciFig-pilot/bar charts/2020.acl-main.283.pdf-Figure4.png,bar charts
2020.acl-main.197.pdf-Figure2.png,../../../data/SciFig-pilot/bar charts/2020.acl-main.197.pdf-Figure2.png,bar charts
2020.acl-main.244.pdf-Figure4.png,../../../data/SciFig-pilot/bar charts/2020.acl-main.244.pdf-Figure4.png,bar charts
2019.ccnlg-1.1.pdf-Figure13.png,../../../data/SciFig-pilot/bar charts/2019.ccnlg-1.1.pdf-Figure13.png,bar charts
2020.acl-main.39.pdf-Figure7.png,../../../data/SciFig-pilot/bar charts/2020.acl-main.39.pdf-Figure7.png,bar charts
2020.acl-main.365.pdf-Figure2.png,../../../data/SciFig-pilot/bar charts/2020.acl-main.365.pdf-Figure2.png,bar charts
2020.acl-main.378.pdf-Figure1.png,../../../data/SciFig-pilot/bar charts/2020.acl-main.378.pdf-Figure1.png,bar charts
2018.jeptalnrecital-deft.9.pdf-Figure1.png,../../../data/SciFig-pilot/bar charts/2018.jeptalnrecital-deft.9.pdf-Figure1.png,bar charts
2015.jeptalnrecital-long.2.pdf-Figure3.png,../../../data/SciFig-pilot/bar charts/2015.jeptalnrecital-long.2.pdf-Figure3.png,bar charts
2007.sigdial-1.23.pdf-Figure3.png,../../../data/SciFig-pilot/bar charts/2007.sigdial-1.23.pdf-Figure3.png,bar charts
2020.acl-main.622.pdf-Figure3.png,../../../data/SciFig-pilot/bar charts/2020.acl-main.622.pdf-Figure3.png,bar charts
2020.acl-main.199.pdf-Figure3.png,../../../data/SciFig-pilot/bar charts/2020.acl-main.199.pdf-Figure3.png,bar charts
2020.acl-main.252.pdf-Figure1.png,../../../data/SciFig-pilot/bar charts/2020.acl-main.252.pdf-Figure1.png,bar charts
2016.lilt-13.3.pdf-Figure5.png,../../../data/SciFig-pilot/bar charts/2016.lilt-13.3.pdf-Figure5.png,bar charts
2019.jeptalnrecital-tia.5.pdf-Figure3.png,../../../data/SciFig-pilot/bar charts/2019.jeptalnrecital-tia.5.pdf-Figure3.png,bar charts
2020.acl-main.283.pdf-Figure5.png,../../../data/SciFig-pilot/bar charts/2020.acl-main.283.pdf-Figure5.png,bar charts
2014.lilt-11.3.pdf-Figure5.png,../../../data/SciFig-pilot/bar charts/2014.lilt-11.3.pdf-Figure5.png,bar charts
2016.jeptalnrecital-jep.55.pdf-Figure3.png,../../../data/SciFig-pilot/bar charts/2016.jeptalnrecital-jep.55.pdf-Figure3.png,bar charts
2019.ccnlg-1.1.pdf-Figure12.png,../../../data/SciFig-pilot/bar charts/2019.ccnlg-1.1.pdf-Figure12.png,bar charts
2007.sigdial-1.12.pdf-Figure6.png,../../../data/SciFig-pilot/bar charts/2007.sigdial-1.12.pdf-Figure6.png,bar charts
2020.acl-main.289.pdf-Figure4.png,../../../data/SciFig-pilot/bar charts/2020.acl-main.289.pdf-Figure4.png,bar charts
2020.acl-main.219.pdf-Figure4.png,../../../data/SciFig-pilot/bar charts/2020.acl-main.219.pdf-Figure4.png,bar charts
2020.acl-main.165.pdf-Figure10.png,../../../data/SciFig-pilot/neural networks/2020.acl-main.165.pdf-Figure10.png,neural networks
2020.acl-main.224.pdf-Figure2.png,../../../data/SciFig-pilot/neural networks/2020.acl-main.224.pdf-Figure2.png,neural networks
2020.acl-main.282.pdf-Figure3.png,../../../data/SciFig-pilot/neural networks/2020.acl-main.282.pdf-Figure3.png,neural networks
N16-1177.pdf-Figure1.png,../../../data/SciFig-pilot/neural networks/N16-1177.pdf-Figure1.png,neural networks
N12-1005.pdf-Figure2.png,../../../data/SciFig-pilot/neural networks/N12-1005.pdf-Figure2.png,neural networks
N18-1006.pdf-Figure2.png,../../../data/SciFig-pilot/neural networks/N18-1006.pdf-Figure2.png,neural networks
2019.ccnlg-1.2.pdf-Figure2.png,../../../data/SciFig-pilot/neural networks/2019.ccnlg-1.2.pdf-Figure2.png,neural networks
2019.jeptalnrecital-recital.7.pdf-Figure2.png,../../../data/SciFig-pilot/neural networks/2019.jeptalnrecital-recital.7.pdf-Figure2.png,neural networks
2020.acl-main.121.pdf-Figure2.png,../../../data/SciFig-pilot/neural networks/2020.acl-main.121.pdf-Figure2.png,neural networks
N18-1057.pdf-Figure2.png,../../../data/SciFig-pilot/neural networks/N18-1057.pdf-Figure2.png,neural networks
N18-1121.pdf-Figure3.png,../../../data/SciFig-pilot/neural networks/N18-1121.pdf-Figure3.png,neural networks
2020.acl-main.165.pdf-Figure3.png,../../../data/SciFig-pilot/neural networks/2020.acl-main.165.pdf-Figure3.png,neural networks
N18-1151.pdf-Figure2.png,../../../data/SciFig-pilot/neural networks/N18-1151.pdf-Figure2.png,neural networks
2020.acl-main.165.pdf-Figure5.png,../../../data/SciFig-pilot/neural networks/2020.acl-main.165.pdf-Figure5.png,neural networks
N18-1113.pdf-Figure3.png,../../../data/SciFig-pilot/neural networks/N18-1113.pdf-Figure3.png,neural networks
2020.acl-main.134.pdf-Figure3.png,../../../data/SciFig-pilot/neural networks/2020.acl-main.134.pdf-Figure3.png,neural networks
2020.acl-main.97.pdf-Figure2.png,../../../data/SciFig-pilot/neural networks/2020.acl-main.97.pdf-Figure2.png,neural networks
N18-1113.pdf-Figure2.png,../../../data/SciFig-pilot/neural networks/N18-1113.pdf-Figure2.png,neural networks
N18-1044.pdf-Figure2.png,../../../data/SciFig-pilot/neural networks/N18-1044.pdf-Figure2.png,neural networks
2020.acl-main.22.pdf-Figure2.png,../../../data/SciFig-pilot/neural networks/2020.acl-main.22.pdf-Figure2.png,neural networks
2020.acl-main.101.pdf-Figure2.png,../../../data/SciFig-pilot/neural networks/2020.acl-main.101.pdf-Figure2.png,neural networks
N18-1115.pdf-Figure1.png,../../../data/SciFig-pilot/neural networks/N18-1115.pdf-Figure1.png,neural networks
2020.acl-main.165.pdf-Figure4.png,../../../data/SciFig-pilot/neural networks/2020.acl-main.165.pdf-Figure4.png,neural networks
N16-1077.pdf-Figure3.png,../../../data/SciFig-pilot/neural networks/N16-1077.pdf-Figure3.png,neural networks
N18-1125.pdf-Figure3.png,../../../data/SciFig-pilot/neural networks/N18-1125.pdf-Figure3.png,neural networks
2020.acl-main.16.pdf-Figure3.png,../../../data/SciFig-pilot/neural networks/2020.acl-main.16.pdf-Figure3.png,neural networks
2020.acl-demos.1.pdf-Figure4.png,../../../data/SciFig-pilot/neural networks/2020.acl-demos.1.pdf-Figure4.png,neural networks
2020.acl-main.128.pdf-Figure4.png,../../../data/SciFig-pilot/neural networks/2020.acl-main.128.pdf-Figure4.png,neural networks
N16-2001.pdf-Figure1.png,../../../data/SciFig-pilot/neural networks/N16-2001.pdf-Figure1.png,neural networks
N18-1117.pdf-Figure1.png,../../../data/SciFig-pilot/neural networks/N18-1117.pdf-Figure1.png,neural networks
2020.acl-main.96.pdf-Figure1.png,../../../data/SciFig-pilot/neural networks/2020.acl-main.96.pdf-Figure1.png,neural networks
2020.acl-main.139.pdf-Figure1.png,../../../data/SciFig-pilot/neural networks/2020.acl-main.139.pdf-Figure1.png,neural networks
2020.acl-main.266.pdf-Figure2.png,../../../data/SciFig-pilot/neural networks/2020.acl-main.266.pdf-Figure2.png,neural networks
2020.acl-main.33.pdf-Figure1.png,../../../data/SciFig-pilot/neural networks/2020.acl-main.33.pdf-Figure1.png,neural networks
2020.acl-main.128.pdf-Figure1.png,../../../data/SciFig-pilot/neural networks/2020.acl-main.128.pdf-Figure1.png,neural networks
N18-1057.pdf-Figure3.png,../../../data/SciFig-pilot/neural networks/N18-1057.pdf-Figure3.png,neural networks
2020.acl-main.288.pdf-Figure2.png,../../../data/SciFig-pilot/neural networks/2020.acl-main.288.pdf-Figure2.png,neural networks
2020.acl-main.215.pdf-Figure2.png,../../../data/SciFig-pilot/neural networks/2020.acl-main.215.pdf-Figure2.png,neural networks
2020.acl-main.20.pdf-Figure1.png,../../../data/SciFig-pilot/neural networks/2020.acl-main.20.pdf-Figure1.png,neural networks
N16-1177.pdf-Figure2.png,../../../data/SciFig-pilot/neural networks/N16-1177.pdf-Figure2.png,neural networks
2020.acl-main.83.pdf-Figure1.png,../../../data/SciFig-pilot/neural networks/2020.acl-main.83.pdf-Figure1.png,neural networks
N18-1001.pdf-Figure3.png,../../../data/SciFig-pilot/neural networks/N18-1001.pdf-Figure3.png,neural networks
2020.acl-main.16.Dataset.pdf-Figure2.png,../../../data/SciFig-pilot/neural networks/2020.acl-main.16.Dataset.pdf-Figure2.png,neural networks
2020.acl-main.27.pdf-Figure2.png,../../../data/SciFig-pilot/neural networks/2020.acl-main.27.pdf-Figure2.png,neural networks
N16-1181.pdf-Figure2.png,../../../data/SciFig-pilot/neural networks/N16-1181.pdf-Figure2.png,neural networks
2020.acl-main.136.pdf-Figure2.png,../../../data/SciFig-pilot/neural networks/2020.acl-main.136.pdf-Figure2.png,neural networks
N18-1151.pdf-Figure1.png,../../../data/SciFig-pilot/neural networks/N18-1151.pdf-Figure1.png,neural networks
N18-1125.pdf-Figure2.png,../../../data/SciFig-pilot/neural networks/N18-1125.pdf-Figure2.png,neural networks
2020.acl-main.140.pdf-Figure2.png,../../../data/SciFig-pilot/neural networks/2020.acl-main.140.pdf-Figure2.png,neural networks
N16-1076.pdf-Figure5.png,../../../data/SciFig-pilot/neural networks/N16-1076.pdf-Figure5.png,neural networks
N16-1176.pdf-Figure1.png,../../../data/SciFig-pilot/neural networks/N16-1176.pdf-Figure1.png,neural networks
N16-1055.pdf-Figure1.png,../../../data/SciFig-pilot/neural networks/N16-1055.pdf-Figure1.png,neural networks
N10-1141.pdf-Figure2.png,../../../data/SciFig-pilot/neural networks/N10-1141.pdf-Figure2.png,neural networks
2020.acl-main.145.pdf-Figure1.png,../../../data/SciFig-pilot/neural networks/2020.acl-main.145.pdf-Figure1.png,neural networks
2020.acl-main.83.pdf-Figure4.png,../../../data/SciFig-pilot/neural networks/2020.acl-main.83.pdf-Figure4.png,neural networks
2020.acl-main.37.pdf-Figure1.png,../../../data/SciFig-pilot/neural networks/2020.acl-main.37.pdf-Figure1.png,neural networks
N18-1150.pdf-Figure3.png,../../../data/SciFig-pilot/neural networks/N18-1150.pdf-Figure3.png,neural networks
2020.acl-main.286.pdf-Figure1.png,../../../data/SciFig-pilot/neural networks/2020.acl-main.286.pdf-Figure1.png,neural networks
2020.acl-main.78.pdf-Figure1.png,../../../data/SciFig-pilot/neural networks/2020.acl-main.78.pdf-Figure1.png,neural networks
2020.acl-main.135.pdf-Figure2.png,../../../data/SciFig-pilot/neural networks/2020.acl-main.135.pdf-Figure2.png,neural networks
N16-1181.pdf-Figure1.png,../../../data/SciFig-pilot/neural networks/N16-1181.pdf-Figure1.png,neural networks
N18-1115.pdf-Figure4.png,../../../data/SciFig-pilot/neural networks/N18-1115.pdf-Figure4.png,neural networks
N16-1076.pdf-Figure3.png,../../../data/SciFig-pilot/neural networks/N16-1076.pdf-Figure3.png,neural networks
2020.acl-main.39.pdf-Figure2.png,../../../data/SciFig-pilot/neural networks/2020.acl-main.39.pdf-Figure2.png,neural networks
N18-1150.pdf-Figure2.png,../../../data/SciFig-pilot/neural networks/N18-1150.pdf-Figure2.png,neural networks
N16-1086.pdf-Figure2.png,../../../data/SciFig-pilot/neural networks/N16-1086.pdf-Figure2.png,neural networks
2020.acl-main.27.pdf-Figure1.png,../../../data/SciFig-pilot/neural networks/2020.acl-main.27.pdf-Figure1.png,neural networks
N16-1076.pdf-Figure6.png,../../../data/SciFig-pilot/neural networks/N16-1076.pdf-Figure6.png,neural networks
N18-1116.pdf-Figure1.png,../../../data/SciFig-pilot/neural networks/N18-1116.pdf-Figure1.png,neural networks
N18-1117.pdf-Figure2.png,../../../data/SciFig-pilot/neural networks/N18-1117.pdf-Figure2.png,neural networks
2020.acl-main.165.pdf-Figure2.png,../../../data/SciFig-pilot/neural networks/2020.acl-main.165.pdf-Figure2.png,neural networks
N18-1125.pdf-Figure4.png,../../../data/SciFig-pilot/neural networks/N18-1125.pdf-Figure4.png,neural networks
2020.acl-main.269.pdf-Figure1.png,../../../data/SciFig-pilot/neural networks/2020.acl-main.269.pdf-Figure1.png,neural networks
N18-1057.pdf-Figure1.png,../../../data/SciFig-pilot/neural networks/N18-1057.pdf-Figure1.png,neural networks
N16-1045.pdf-Figure2.png,../../../data/SciFig-pilot/neural networks/N16-1045.pdf-Figure2.png,neural networks
2020.acl-main.288.pdf-Figure3.png,../../../data/SciFig-pilot/neural networks/2020.acl-main.288.pdf-Figure3.png,neural networks
N16-1045.pdf-Figure3.png,../../../data/SciFig-pilot/neural networks/N16-1045.pdf-Figure3.png,neural networks
N18-1115.pdf-Figure2.png,../../../data/SciFig-pilot/neural networks/N18-1115.pdf-Figure2.png,neural networks
2016.jeptalnrecital-jep.41.pdf-Figure1.png,../../../data/SciFig-pilot/neural networks/2016.jeptalnrecital-jep.41.pdf-Figure1.png,neural networks
2020.acl-main.129v1.pdf-Figure3.png,../../../data/SciFig-pilot/neural networks/2020.acl-main.129v1.pdf-Figure3.png,neural networks
2020.acl-main.22.pdf-Figure6.png,../../../data/SciFig-pilot/neural networks/2020.acl-main.22.pdf-Figure6.png,neural networks
2020.acl-main.48.pdf-Figure1.png,../../../data/SciFig-pilot/neural networks/2020.acl-main.48.pdf-Figure1.png,neural networks
2020.acl-main.83.pdf-Figure2.png,../../../data/SciFig-pilot/neural networks/2020.acl-main.83.pdf-Figure2.png,neural networks
2020.acl-main.129v1.pdf-Figure2.png,../../../data/SciFig-pilot/neural networks/2020.acl-main.129v1.pdf-Figure2.png,neural networks
2020.acl-main.21.pdf-Figure2.png,../../../data/SciFig-pilot/neural networks/2020.acl-main.21.pdf-Figure2.png,neural networks
N16-1076.pdf-Figure4.png,../../../data/SciFig-pilot/neural networks/N16-1076.pdf-Figure4.png,neural networks
N18-1116.pdf-Figure2.png,../../../data/SciFig-pilot/neural networks/N18-1116.pdf-Figure2.png,neural networks
2020.acl-main.82.pdf-Figure1.png,../../../data/SciFig-pilot/neural networks/2020.acl-main.82.pdf-Figure1.png,neural networks
2020.acl-main.165.pdf-Figure1.png,../../../data/SciFig-pilot/neural networks/2020.acl-main.165.pdf-Figure1.png,neural networks
2020.acl-main.98.pdf-Figure3.png,../../../data/SciFig-pilot/neural networks/2020.acl-main.98.pdf-Figure3.png,neural networks
N18-1001.pdf-Figure1.png,../../../data/SciFig-pilot/neural networks/N18-1001.pdf-Figure1.png,neural networks
N18-1115.pdf-Figure3.png,../../../data/SciFig-pilot/neural networks/N18-1115.pdf-Figure3.png,neural networks
N18-1151.pdf-Figure3.png,../../../data/SciFig-pilot/neural networks/N18-1151.pdf-Figure3.png,neural networks
2017.jeptalnrecital-court.22.pdf-Figure1.png,../../../data/SciFig-pilot/neural networks/2017.jeptalnrecital-court.22.pdf-Figure1.png,neural networks
N16-1056.pdf-Figure1.png,../../../data/SciFig-pilot/neural networks/N16-1056.pdf-Figure1.png,neural networks
2020.acl-main.229.pdf-Figure2.png,../../../data/SciFig-pilot/neural networks/2020.acl-main.229.pdf-Figure2.png,neural networks
2020.acl-main.284.pdf-Figure5.png,../../../data/SciFig-pilot/neural networks/2020.acl-main.284.pdf-Figure5.png,neural networks
2020.acl-main.126.pdf-Figure1.png,../../../data/SciFig-pilot/neural networks/2020.acl-main.126.pdf-Figure1.png,neural networks
2020.acl-demos.32.pdf-Figure1.png,../../../data/SciFig-pilot/neural networks/2020.acl-demos.32.pdf-Figure1.png,neural networks
2020.acl-main.16.Dataset.pdf-Figure3.png,../../../data/SciFig-pilot/neural networks/2020.acl-main.16.Dataset.pdf-Figure3.png,neural networks
N18-1150.pdf-Figure1.png,../../../data/SciFig-pilot/neural networks/N18-1150.pdf-Figure1.png,neural networks
N18-1001.pdf-Figure2.png,../../../data/SciFig-pilot/neural networks/N18-1001.pdf-Figure2.png,neural networks
2020.acl-main.129v2.pdf-Figure3.png,../../../data/SciFig-pilot/neural networks/2020.acl-main.129v2.pdf-Figure3.png,neural networks
2020.figlang-1.5.pdf-Figure4.png,../../../data/SciFig-pilot/natural images/2020.figlang-1.5.pdf-Figure4.png,natural images
2020.alvr-1.2.pdf-Figure1.png,../../../data/SciFig-pilot/natural images/2020.alvr-1.2.pdf-Figure1.png,natural images
2020.gamnlp-1.2.pdf-Figure1.png,../../../data/SciFig-pilot/natural images/2020.gamnlp-1.2.pdf-Figure1.png,natural images
2020.lrec-1.738.pdf-Figure3.png,../../../data/SciFig-pilot/natural images/2020.lrec-1.738.pdf-Figure3.png,natural images
2020.acl-main.349.pdf-Figure1.png,../../../data/SciFig-pilot/natural images/2020.acl-main.349.pdf-Figure1.png,natural images
